Date,Marketcap(USD),Price(USD)
08-05-2017,8569060000,91.42
09-05-2017,8341490000,91.16
10-05-2017,8337180000,89.52
11-05-2017,8213570000,89.88
12-05-2017,8184930000,88.66
13-05-2017,8120390000,90.84
14-05-2017,8322380000,90.79
15-05-2017,8316930000,92.41
16-05-2017,8466470000,89.44
17-05-2017,8181520000,89.86
18-05-2017,8238110000,96.91
19-05-2017,8902240000,129.53
20-05-2017,11856600000,126.52
21-05-2017,11705700000,157.94
22-05-2017,14522100000,174.26
23-05-2017,15688000000,181.95
24-05-2017,16779700000,190.05
25-05-2017,17446600000,174.45
26-05-2017,16107000000,160.4
27-05-2017,14696000000,157.76
28-05-2017,14608600000,170.51
29-05-2017,15654600000,194.91
30-05-2017,18004700000,231.91
31-05-2017,21321900000,230.67
01-06-2017,21264800000,222.24
02-06-2017,20479000000,223.78
03-06-2017,20593500000,224.38
04-06-2017,20659800000,245.33
05-06-2017,22615800000,248.46
06-06-2017,22930400000,264.47
07-06-2017,24382200000,258.07
08-06-2017,23810900000,261.67
09-06-2017,24165000000,281.74
10-06-2017,26043700000,337.67
11-06-2017,31296800000,340.61
12-06-2017,31525300000,401.49
13-06-2017,36574500000,397.54
14-06-2017,36761600000,359.05
15-06-2017,33158200000,361.93
16-06-2017,33415800000,370.23
17-06-2017,34231300000,379.41
18-06-2017,35133800000,371.46
19-06-2017,34435700000,370.06
20-06-2017,34304000000,359
21-06-2017,33310500000,336.87
22-06-2017,31302600000,336.37
23-06-2017,31195900000,341.74
24-06-2017,31681300000,323.7
25-06-2017,30005900000,303.25
26-06-2017,28111200000,272.69
27-06-2017,25309700000,293.09
28-06-2017,27207000000,327.93
29-06-2017,30495300000,302.88
30-06-2017,28161900000,294.92
01-07-2017,27259400000,274.6
02-07-2017,25572800000,287.99
03-07-2017,26815900000,282.9
04-07-2017,26245000000,273.3
05-07-2017,25406900000,268.77
06-07-2017,25019500000,270.55
07-07-2017,25160800000,245.99
08-07-2017,22890700000,251.7
09-07-2017,23454700000,242.14
10-07-2017,22640500000,215.36
11-07-2017,19712300000,197.4
12-07-2017,18377600000,230.77
13-07-2017,21613900000,209.73
14-07-2017,19541300000,199.66
15-07-2017,18630200000,170.66
16-07-2017,15823100000,157.36
17-07-2017,14932700000,193.42
18-07-2017,18207400000,234.39
19-07-2017,21939300000,199.7
20-07-2017,19187800000,227.26
21-07-2017,21121100000,218.31
22-07-2017,20360100000,229.48
23-07-2017,21418300000,225.95
24-07-2017,21158500000,224.71
25-07-2017,20985200000,206.71
26-07-2017,19373400000,203.95
27-07-2017,19169800000,204.32
28-07-2017,19125100000,193.12
29-07-2017,18101800000,205.79
30-07-2017,19360900000,197.98
31-07-2017,18492000000,203.87
01-08-2017,19179100000,226.77
02-08-2017,21275200000,219.95
03-08-2017,20640100000,225.34
04-08-2017,21125600000,223.07
05-08-2017,20900000000,256.51
06-08-2017,24053500000,261.57
07-08-2017,24511000000,269.18
08-08-2017,25254600000,296.77
09-08-2017,27938700000,296.03
10-08-2017,27882200000,295.89
11-08-2017,27657000000,308.86
12-08-2017,28998700000,310.6
13-08-2017,29161100000,298.06
14-08-2017,28008700000,300.1
15-08-2017,28195800000,289.82
16-08-2017,27249700000,302.27
17-08-2017,28477500000,301.46
18-08-2017,28380200000,295.59
19-08-2017,27867900000,297.47
20-08-2017,27918100000,301.43
21-08-2017,28285500000,321.59
22-08-2017,30229900000,314.79
23-08-2017,29691900000,317.52
24-08-2017,29904600000,325.61
25-08-2017,30727900000,331.92
26-08-2017,31288300000,333.88
27-08-2017,31517500000,347.89
28-08-2017,33002700000,347.75
29-08-2017,32813200000,370.67
30-08-2017,34848400000,378.49
31-08-2017,35701500000,383.04
01-09-2017,36182900000,387.74
02-09-2017,36601200000,348.98
03-09-2017,33059800000,347.48
04-09-2017,32774000000,295.17
05-09-2017,28100000000,312.99
06-09-2017,29639100000,334.34
07-09-2017,31507500000,329.43
08-09-2017,31147200000,296.5
09-09-2017,27990500000,294.4
10-09-2017,27797200000,288.75
11-09-2017,27394400000,294.53
12-09-2017,27861800000,291.46
13-09-2017,27535700000,277.11
14-09-2017,26166100000,213.91
15-09-2017,20364900000,250.46
16-09-2017,23742600000,246.52
17-09-2017,23272500000,251.75
18-09-2017,23881200000,293.5
19-09-2017,27809300000,282.8
20-09-2017,26712400000,283.74
21-09-2017,26836000000,258.58
22-09-2017,24458400000,264.31
23-09-2017,25077100000,286.17
24-09-2017,27129900000,282.48
25-09-2017,26755500000,292.33
26-09-2017,27720000000,287.44
27-09-2017,27219400000,306.47
