Date,Marketcap(USD),Price(USD)
21-01-2017,31909200,0.003691
22-01-2017,33176600,0.003696
23-01-2017,33289600,0.003689
24-01-2017,33236100,0.003902
25-01-2017,35127500,0.004543
26-01-2017,40937400,0.005204
27-01-2017,46780000,0.004994
28-01-2017,44998100,0.004815
29-01-2017,43394900,0.005164
30-01-2017,46560200,0.005252
31-01-2017,47246900,0.005237
01-02-2017,47197000,0.005487
02-02-2017,49383300,0.006294
03-02-2017,56648900,0.006938
04-02-2017,62546400,0.007173
05-02-2017,64686200,0.006389
06-02-2017,57508500,0.006039
07-02-2017,54395600,0.006917
08-02-2017,63324500,0.006661
09-02-2017,60055100,0.006323
10-02-2017,56768200,0.006338
11-02-2017,57016000,0.006992
12-02-2017,62782200,0.0069
13-02-2017,62188800,0.006635
14-02-2017,59411200,0.00673
15-02-2017,60562400,0.007093
16-02-2017,63727000,0.007039
17-02-2017,63265100,0.007113
18-02-2017,64155300,0.006863
19-02-2017,61765100,0.006352
20-02-2017,57480300,0.006559
21-02-2017,58872000,0.006326
22-02-2017,56762200,0.006388
23-02-2017,57403100,0.006853
24-02-2017,61891200,0.006571
25-02-2017,58994400,0.00634
26-02-2017,57097300,0.006447
27-02-2017,58115300,0.006415
28-02-2017,57693900,0.007034
01-03-2017,63121000,0.00785
02-03-2017,70867600,0.008818
03-03-2017,79174900,0.008887
04-03-2017,79956200,0.009567
05-03-2017,86360400,0.011338
06-03-2017,99597600,0.010823
07-03-2017,98602200,0.01097
08-03-2017,98702100,0.009314
09-03-2017,83721800,0.009042
10-03-2017,81923800,0.009141
11-03-2017,81563800,0.009836
12-03-2017,88559500,0.009894
13-03-2017,89178800,0.010914
14-03-2017,98498700,0.011614
15-03-2017,104547000,0.011237
16-03-2017,101410000,0.011102
17-03-2017,99976500,0.011788
18-03-2017,103870000,0.011957
19-03-2017,107514000,0.016474
20-03-2017,146475000,0.014328
21-03-2017,129631000,0.0158
22-03-2017,142286000,0.016312
23-03-2017,146839000,0.01502
24-03-2017,134264000,0.013891
25-03-2017,125381000,0.01271
26-03-2017,114201000,0.013527
27-03-2017,122383000,0.013332
28-03-2017,119969000,0.013647
29-03-2017,122347000,0.014892
30-03-2017,134032000,0.014036
31-03-2017,125699000,0.014928
01-04-2017,134287000,0.017632
02-04-2017,157994000,0.016086
03-04-2017,145174000,0.02
04-04-2017,179777000,0.018258
05-04-2017,164592000,0.017454
06-04-2017,157325000,0.016597
07-04-2017,149323000,0.016876
08-04-2017,151344000,0.018439
09-04-2017,166109000,0.020015
10-04-2017,183982000,0.020881
11-04-2017,186548000,0.019801
12-04-2017,177420000,0.020753
13-04-2017,187240000,0.021136
14-04-2017,190834000,0.022076
15-04-2017,197651000,0.024322
16-04-2017,220588000,0.024114
17-04-2017,217653000,0.026132
18-04-2017,235395000,0.028338
19-04-2017,255586000,0.032498
20-04-2017,292522000,0.028481
21-04-2017,254881000,0.032971
22-04-2017,295305000,0.03197
23-04-2017,288788000,0.031441
24-04-2017,282409000,0.034198
25-04-2017,309660000,0.037436
26-04-2017,336824000,0.049937
27-04-2017,449886000,0.046975
28-04-2017,422347000,0.048639
29-04-2017,436629000,0.048039
30-04-2017,431966000,0.050966
01-05-2017,461377000,0.052053
02-05-2017,474830000,0.051829
03-05-2017,465385000,0.052956
04-05-2017,479835000,0.063401
05-05-2017,570733000,0.072928
06-05-2017,654404000,0.073401
07-05-2017,660039000,0.099328
08-05-2017,894815000,0.118875
09-05-2017,1121340000,0.111753
10-05-2017,1044170000,0.111377
11-05-2017,1001430000,0.109908
12-05-2017,984546000,0.130036
13-05-2017,1180110000,0.127062
14-05-2017,1147820000,0.125946
15-05-2017,1131620000,0.117825
16-05-2017,1054760000,0.1074
17-05-2017,947727000,0.120358
18-05-2017,1081160000,0.214931
19-05-2017,1990100000,0.212863
20-05-2017,1921230000,0.225015
21-05-2017,2030090000,0.244041
22-05-2017,2192350000,0.259399
23-05-2017,2341210000,0.2651
24-05-2017,2401910000,0.261565
25-05-2017,2353880000,0.206736
26-05-2017,1844980000,0.182618
27-05-2017,1631650000,0.19884
28-05-2017,1822710000,0.208126
29-05-2017,1856770000,0.208717
30-05-2017,1874330000,0.186042
31-05-2017,1672130000,0.202065
01-06-2017,1818990000,0.230595
02-06-2017,2070530000,0.227844
03-06-2017,2039810000,0.215075
04-06-2017,1944480000,0.215562
05-06-2017,1946560000,0.236163
06-06-2017,2124690000,0.233988
07-06-2017,2105850000,0.209825
08-06-2017,1860060000,0.219575
09-06-2017,1970650000,0.215685
10-06-2017,1958400000,0.202606
11-06-2017,1816140000,0.218017
12-06-2017,1962130000,0.202731
13-06-2017,1816250000,0.210863
14-06-2017,1893100000,0.201501
15-06-2017,1806020000,0.194843
16-06-2017,1758410000,0.192579
17-06-2017,1736280000,0.204418
18-06-2017,1856380000,0.198033
19-06-2017,1782000000,0.195966
20-06-2017,1760000000,0.199343
21-06-2017,1802150000,0.191312
22-06-2017,1720520000,0.182819
23-06-2017,1645960000,0.197522
24-06-2017,1777710000,0.18616
25-06-2017,1667510000,0.177182
26-06-2017,1597940000,0.162366
27-06-2017,1461290000,0.163454
28-06-2017,1477110000,0.170694
29-06-2017,1540500000,0.163684
30-06-2017,1474290000,0.159532
01-07-2017,1436360000,0.145722
02-07-2017,1307290000,0.159311
03-07-2017,1434680000,0.176653
04-07-2017,1586620000,0.18835
05-07-2017,1685080000,0.174562
06-07-2017,1569400000,0.169307
07-07-2017,1523510000,0.156905
08-07-2017,1402870000,0.158505
09-07-2017,1428980000,0.152993
10-07-2017,1380660000,0.132048
11-07-2017,1212930000,0.119303
12-07-2017,1058530000,0.133841
13-07-2017,1209350000,0.122953
14-07-2017,1104370000,0.117498
15-07-2017,1057430000,0.111478
16-07-2017,999834000,0.097294
17-07-2017,876887000,0.133729
18-07-2017,1222820000,0.132327
19-07-2017,1187570000,0.126825
20-07-2017,1140830000,0.152087
21-07-2017,1384740000,0.143792
22-07-2017,1291780000,0.176768
23-07-2017,1590560000,0.166136
24-07-2017,1493910000,0.169644
25-07-2017,1526900000,0.158206
26-07-2017,1421080000,0.156463
27-07-2017,1411810000,0.170475
28-07-2017,1540930000,0.165774
29-07-2017,1488300000,0.170197
30-07-2017,1535980000,0.1605
31-07-2017,1447330000,0.165068
01-08-2017,1490440000,0.181054
02-08-2017,1637360000,0.219719
03-08-2017,1990690000,0.22689
04-08-2017,2048550000,0.22424
05-08-2017,2016120000,0.228656
06-08-2017,2062750000,0.248318
07-08-2017,2260820000,0.280321
08-08-2017,2534090000,0.275143
09-08-2017,2468730000,0.279883
10-08-2017,2510120000,0.294135
11-08-2017,2643420000,0.295213
12-08-2017,2645690000,0.278085
13-08-2017,2496650000,0.257339
14-08-2017,2311850000,0.256048
15-08-2017,2306530000,0.247928
16-08-2017,2241880000,0.258012
17-08-2017,2309620000,0.244955
18-08-2017,2196180000,0.243244
19-08-2017,2181080000,0.256137
20-08-2017,2286960000,0.271441
21-08-2017,2446190000,0.252456
22-08-2017,2294690000,0.254089
23-08-2017,2285820000,0.249603
24-08-2017,2250740000,0.265512
25-08-2017,2364060000,0.270482
26-08-2017,2426580000,0.268393
27-08-2017,2435060000,0.274641
28-08-2017,2472360000,0.278257
29-08-2017,2522410000,0.283717
30-08-2017,2546530000,0.295817
31-08-2017,2655060000,0.337213
01-09-2017,3029420000,0.33231
02-09-2017,2984640000,0.295884
03-09-2017,2683530000,0.307264
04-09-2017,2769620000,0.27322
05-09-2017,2487450000,0.286227
06-09-2017,2584110000,0.301941
07-09-2017,2717150000,0.293376
08-09-2017,2636760000,0.268641
09-09-2017,2411240000,0.267264
10-09-2017,2402760000,0.256975
11-09-2017,2304150000,0.252026
12-09-2017,2262990000,0.249074
13-09-2017,2231990000,0.233825
14-09-2017,2103510000,0.164254
15-09-2017,1480350000,0.211752
16-09-2017,1907340000,0.207831
17-09-2017,1871810000,0.204067
18-09-2017,1836520000,0.248516
19-09-2017,2246370000,0.237664
20-09-2017,2141460000,0.231746
21-09-2017,2072960000,0.210871
22-09-2017,1900040000,0.210635
23-09-2017,1889590000,0.222205
24-09-2017,1994570000,0.216154
25-09-2017,1945050000,0.232506
26-09-2017,2090240000,0.228646
27-09-2017,2052900000,0.243301
