Date,Marketcap(USD),Price(USD)
20-06-2017,2602590000,47.22
21-06-2017,2442610000,47.79
22-06-2017,2465100000,47.71
23-06-2017,2467280000,47.34
24-06-2017,2442000000,44.49
25-06-2017,2300180000,43.92
26-06-2017,2277350000,41.13
27-06-2017,2127600000,40.54
28-06-2017,2111870000,42.85
29-06-2017,2216710000,41.07
30-06-2017,2124870000,40.35
01-07-2017,2092370000,38.99
02-07-2017,2017570000,41.57
03-07-2017,2149160000,46.43
04-07-2017,2413260000,55.33
05-07-2017,2865630000,53.19
06-07-2017,2758680000,51.13
07-07-2017,2650900000,46.58
08-07-2017,2420160000,52.14
09-07-2017,2717950000,49.58
10-07-2017,2591230000,46.58
11-07-2017,2403210000,45.33
12-07-2017,2350960000,48.75
13-07-2017,2531820000,46.33
14-07-2017,2409670000,42.8
15-07-2017,2225560000,38.92
16-07-2017,2024150000,40.91
17-07-2017,2142760000,42.67
18-07-2017,2218090000,44.3
19-07-2017,2308550000,40.86
20-07-2017,2132670000,45.02
21-07-2017,2347580000,45.76
22-07-2017,2385020000,46.56
23-07-2017,2430320000,44.06
24-07-2017,2302370000,44.41
25-07-2017,2319870000,42.24
26-07-2017,2206000000,42.23
27-07-2017,2210020000,42.14
28-07-2017,2203520000,40.61
29-07-2017,2117650000,41.12
30-07-2017,2150970000,40.42
31-07-2017,2107540000,43.02
01-08-2017,2248110000,43.04
02-08-2017,2251650000,42.13
03-08-2017,2206190000,42.86
04-08-2017,2243440000,43.45
05-08-2017,2275090000,46.86
06-08-2017,2451490000,45.1
07-08-2017,2364540000,45.8
08-08-2017,2403230000,48.63
09-08-2017,2544750000,48.01
10-08-2017,2517300000,46.5
11-08-2017,2431830000,47.1
12-08-2017,2466360000,46.43
13-08-2017,2441760000,45.81
14-08-2017,2403870000,45.8
15-08-2017,2403520000,43.31
16-08-2017,2275660000,44.15
17-08-2017,2318000000,43.91
18-08-2017,2304770000,47.28
19-08-2017,2471190000,45.48
20-08-2017,2383680000,46.23
21-08-2017,2427130000,47.94
22-08-2017,2517440000,46.73
23-08-2017,2456090000,53.25
24-08-2017,2778190000,50.19
25-08-2017,2639490000,51.18
26-08-2017,2692560000,51.75
27-08-2017,2726990000,61.16
28-08-2017,3231200000,62.36
29-08-2017,3286610000,63.17
30-08-2017,3328240000,64.17
31-08-2017,3381750000,71.06
01-09-2017,3735870000,86.04
02-09-2017,4526680000,79.02
03-09-2017,4166600000,76.84
04-09-2017,4049140000,65.21
05-09-2017,3444150000,71.29
06-09-2017,3789670000,80.11
07-09-2017,4218690000,78.48
08-09-2017,4144630000,67.79
09-09-2017,3551950000,66.01
10-09-2017,3478400000,61.61
11-09-2017,3259510000,66.04
12-09-2017,3503300000,64.23
13-09-2017,3402820000,61.73
14-09-2017,3261960000,41.58
15-09-2017,2206520000,48.21
16-09-2017,2548580000,48.26
17-09-2017,2554450000,48.49
18-09-2017,2571070000,55.53
19-09-2017,2950880000,52.84
20-09-2017,2795880000,51.73
21-09-2017,2739370000,46.61
22-09-2017,2474380000,48.09
23-09-2017,2554900000,49.27
24-09-2017,2613620000,47.62
25-09-2017,2527830000,51.58
26-09-2017,2744540000,51.55
27-09-2017,2739380000,56.28
