Date,Marketcap(USD),Price(USD)
18-07-2017,131571000,24.72
19-07-2017,133317000,23.3
20-07-2017,123563000,26.85
21-07-2017,143707000,26.87
22-07-2017,143869000,30.02
23-07-2017,161983000,28.48
24-07-2017,151585000,28.41
25-07-2017,152478000,25.9
26-07-2017,139150000,25.82
27-07-2017,140044000,25.17
28-07-2017,136730000,23.2
29-07-2017,125663000,30.02
30-07-2017,164663000,26.3
31-07-2017,142923000,28.73
01-08-2017,157743000,29.35
02-08-2017,159476000,29.29
03-08-2017,159211000,28.58
04-08-2017,156776000,28.32
05-08-2017,154871000,30.49
06-08-2017,166393000,30.58
07-08-2017,167328000,30.51
08-08-2017,168415000,31.68
09-08-2017,174444000,29.47
10-08-2017,162243000,28.2
11-08-2017,155440000,26.74
12-08-2017,147601000,26.59
13-08-2017,145710000,25.59
14-08-2017,140380000,23.32
15-08-2017,129238000,30.02
16-08-2017,166699000,26.27
17-08-2017,145531000,24.47
18-08-2017,135614000,23.88
19-08-2017,132181000,27.92
20-08-2017,151313000,26.28
21-08-2017,146632000,27.41
22-08-2017,153117000,25.96
23-08-2017,145282000,26.32
24-08-2017,147963000,31.16
25-08-2017,174411000,34.53
26-08-2017,194536000,38.53
27-08-2017,215803000,41.21
28-08-2017,229128000,39.82
29-08-2017,223165000,35.39
30-08-2017,199655000,38.4
31-08-2017,216516000,38.09
01-09-2017,215536000,41.35
02-09-2017,232566000,36.33
03-09-2017,205793000,36.64
04-09-2017,206928000,32.27
05-09-2017,183293000,34.08
06-09-2017,192361000,34.74
07-09-2017,196639000,33.93
08-09-2017,193444000,31.53
09-09-2017,180165000,30.4
10-09-2017,175700000,28.69
11-09-2017,164109000,29.01
12-09-2017,165834000,27.73
13-09-2017,157889000,26.73
14-09-2017,150699000,23.83
15-09-2017,138667000,29.7
16-09-2017,170410000,30.89
17-09-2017,178125000,29.79
18-09-2017,170259000,30.94
19-09-2017,179257000,32.4
20-09-2017,187570000,36.07
21-09-2017,208604000,31.98
22-09-2017,185250000,31.13
23-09-2017,178795000,37.54
24-09-2017,216445000,33.72
25-09-2017,196539000,34.96
26-09-2017,203777000,33.46
27-09-2017,196921000,36.1
